cardId,name,cardSet,type,rarity,mechanics_list,mechanics_count,playerClass,faction,cost,health,attack,collectible,race,artist,text,flavor,locale
LOE_089t2,Wily Runt,The League of Explorers,Minion,,,0,,,2,2,2,,,Matt Dixon,,,enUS
LOEA15_3,Boneraptor,The League of Explorers,Minion,,Battlecry,1,,,3,2,2,,,,<b>Battlecry:</b>Take control of your opponent's weapon.,,enUS
LOEA15_3H,Boneraptor,The League of Explorers,Minion,,Battlecry,1,,,3,2,2,,,,<b>Battlecry:</b>Take control of your opponent's weapon.,,enUS
LOE_077,Brann Bronzebeard,The League of Explorers,Minion,Legendary,Aura,1,,,3,4,2,True,,Sam Nielson,Your <b>Battlecries</b> trigger twice.,Contains 75% more fiber than his brother Magni!,enUS
LOE_020,Desert Camel,The League of Explorers,Minion,Common,Battlecry,1,Hunter,,3,4,2,True,Beast,Matt Dixon,<b>Battlecry:</b> Put a 1-Cost minion from each deck into the battlefield.,Dang.  This card is sweet.  Almost as sweet as Dessert Camel.,enUS
LOE_022,Fierce Monkey,The League of Explorers,Minion,Common,Taunt,1,Warrior,,3,4,3,True,Beast,Peter Stapleton,<b>Taunt</b>,Fierce monkey.  That funky monkey.,enUS
LOE_002,Forgotten Torch,The League of Explorers,Spell,Common,,0,Mage,,3,,,True,,Richard Wright,Deal $3 damage. Shuffle a 'Roaring Torch' into your deck that deals 6 damage.,Why does a forgotten torch turn into a roaring torch with no provocation?  It's one of life's many mysteries.,enUS
LOEA09_11,Hungry Naga,The League of Explorers,Minion,,,0,,,3,1,1,,,,,,enUS
LOEA09_5H,Hungry Naga,The League of Explorers,Minion,,,0,,,3,3,3,,,,,,enUS
LOEA_01,Looming Presence,The League of Explorers,Spell,,,0,,,3,,,,,,Draw 2 cards. Gain 4 Armor.,,enUS
LOEA_01H,Looming Presence,The League of Explorers,Spell,,,0,,,3,,,,,,Draw 3 cards. Gain 6 Armor.,,enUS
LOE_050,Mounted Raptor,The League of Explorers,Minion,Common,Deathrattle,1,Druid,,3,2,3,True,Beast,Ben Zhang,<b>Deathrattle:</b> Summon a random 1-Cost minion.,Clever girl!,enUS
LOEA10_5H,Mrgl Mrgl Nyah Nyah,The League of Explorers,Spell,Common,,0,,,3,,,,,,Summon 5 Murlocs that died this game.,,enUS
LOEA16_5t,Mummy Zombie,The League of Explorers,Minion,,,0,,,3,3,3,,,,,,enUS
LOE_002t,Roaring Torch,The League of Explorers,Spell,,,0,Mage,,3,,,,,Richard Wright,Deal $6 damage.,,enUS
LOEA01_12,Tol'vir Hoplite,The League of Explorers,Minion,,Deathrattle,1,,,3,2,5,,,,<b>Deathrattle:</b> Deal 5 damage to both heroes.,,enUS
LOEA01_12h,Tol'vir Hoplite,The League of Explorers,Minion,,Deathrattle,1,,,3,5,5,,,,<b>Deathrattle:</b> Deal 5 damage to both heroes.,,enUS
LOE_019,Unearthed Raptor,The League of Explorers,Minion,Rare,Battlecry,1,Rogue,,3,4,3,True,,Trent Kaniuga,<b>Battlecry:</b> Choose a friendly minion. Gain a copy of its <b>Deathrattle</b> effect.,Still hunting for the ones who earthed him.,enUS
LOE_110,Ancient Shade,The League of Explorers,Minion,Rare,Battlecry,1,,,4,4,7,True,,Slawomir Maniak,<b>Battlecry:</b> Shuffle an 'Ancient Curse' into your deck that deals 7 damage to you when drawn.,Warning: Do not expose to direct sunlight.,enUS
LOE_119,Animated Armor,The League of Explorers,Minion,Rare,,0,Mage,,4,4,4,True,,Mike Sass,Your hero can only take 1 damage at a time.,"Try putting it on.  Wait, let me get my camera.",enUS
LOEA07_09,Chasing Trogg,The League of Explorers,Minion,,,0,,,4,6,2,,,,,,enUS
LOE_107,Eerie Statue,The League of Explorers,Minion,Rare,,0,,,4,7,7,True,,Jim Nelson,Can't attack unless it's the only minion in the battlefield.,"Don't blink!  Don't turn your back, don't look away, and DON'T BLINK.",enUS
LOE_079,Elise Starseeker,The League of Explorers,Minion,Legendary,Battlecry,1,,,4,5,3,True,,Luke Mancini,<b>Battlecry:</b> Shuffle the 'Map to the Golden Monkey'   into your deck.,A large part of her job entails not mixing up the Map to the Golden Monkey with the Map to Monkey Island.,enUS
LOE_019t2,Golden Monkey,The League of Explorers,Minion,,Taunt#Battlecry,2,,,4,6,6,,,A.J. Nazzaro,"<b>Taunt</b>
<b>Battlecry:</b> Replace your hand and deck with <b>Legendary</b> minions.",,enUS
LOE_039,Gorillabot A-3,The League of Explorers,Minion,Common,Battlecry,1,,,4,4,3,True,Mech,Skan Srisuwan,"<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.","A-1 and A-2 went nuts, when they should have gone bolts.",enUS
LOEA09_12,Hungry Naga,The League of Explorers,Minion,,,0,,,4,1,2,,,,,,enUS
LOE_051,Jungle Moonkin,The League of Explorers,Minion,Rare,Spell Damage,1,Druid,,4,4,4,True,Beast,Mike Sass,"Both players have
<b>Spell Damage +2</b>.",The REAL angry chicken!,enUS
LOE_017,Keeper of Uldaman,The League of Explorers,Minion,Common,Battlecry,1,Paladin,,4,4,3,True,,James Ryman,<b>Battlecry:</b> Set a minion's Attack and Health to 3.,"U da man!  No, U da man!",enUS
LOEA04_13bt,Orsis Guard,The League of Explorers,Minion,,Divine Shield,1,,,4,5,7,,,,<b>Divine Shield</b>,,enUS
LOEA04_13bth,Orsis Guard,The League of Explorers,Minion,,Divine Shield,1,,,4,8,8,,,,<b>Divine Shield</b>,,enUS
LOE_024t,Rolling Boulder,The League of Explorers,Minion,,,0,,,4,4,0,,,Richard Wright,"At the end of your turn, destroy the minion to the left.",,enUS
LOE_016,Rumbling Elemental,The League of Explorers,Minion,Common,,0,Shaman,,4,6,2,True,,Cole Eastburn,"After you play a <b>Battlecry</b> minion, deal 2 damage to a random enemy.",He's a very hungry elemental.,enUS
LOE_012,Tomb Pillager,The League of Explorers,Minion,Common,Deathrattle,1,Rogue,,4,4,5,True,,Dave Allsop,<b>Deathrattle:</b> Add a Coin to your hand.,"After the guild broke up, he could no longer raid the tombs.",enUS
LOE_047,Tomb Spider,The League of Explorers,Minion,Common,Battlecry,1,,,4,3,3,True,Beast,Turovec Konstantin,<b>Battlecry: Discover</b> a Beast.,"Less serious than its cousin, the Grave Spider.",enUS
LOE_061,Anubisath Sentinel,The League of Explorers,Minion,Common,Deathrattle,1,,,5,4,4,True,,Paul Mafayon,<b>Deathrattle:</b> Give a random friendly minion +3/+3.,He's actually a 1/1 who picked up the hammer from the last guy.,enUS
LOEA16_22,Archaedas,The League of Explorers,Minion,Legendary,,0,,,5,5,5,,,,"At the end of your turn, turn a random enemy minion into a 0/2 Statue.",,enUS
LOEA16_21,Chieftain Scarvash,The League of Explorers,Minion,Legendary,Aura,1,,,5,5,5,,,,Enemy cards cost (1) more.,,enUS
LOE_053,Djinni of Zephyrs,The League of Explorers,Minion,Epic,,0,,,5,6,4,True,,Jakub Kasper,"After you cast a spell on another friendly minion, cast a copy of it on this one.","If you want your wish granted, don't rub him the wrong way.",enUS
LOEA07_12,Earthen Pursuer,The League of Explorers,Minion,,,0,,,5,6,4,,,,,,enUS
LOE_003,Ethereal Conjurer,The League of Explorers,Minion,Common,Battlecry,1,Mage,,5,3,6,True,,Ben Zhang,<b>Battlecry: Discover</b> a spell.,"Despite the name, he's a solid conjurer.",enUS
LOE_111,Excavated Evil,The League of Explorers,Spell,Rare,,0,Priest,,5,,,True,,Raymond Swanland,"Deal $3 damage to all minions.
Shuffle this card into your opponent's deck.",MOM! DAD! DON'T TOUCH IT! IT'S EVIL!!!!!!,enUS
LOEA16_24,Giantfin,The League of Explorers,Minion,Legendary,,0,,,5,5,5,,Murloc,,"At the end of your turn, draw until you have as many cards as your opponent.",,enUS
LOEA09_13,Hungry Naga,The League of Explorers,Minion,,,0,,,5,1,5,,,,,,enUS
LOEA16_25,Lady Naz'jar,The League of Explorers,Minion,Legendary,,0,,,5,5,5,,,,"At the end of your turn, replace all other minions with new ones of the same Cost.",,enUS
LOEA16_23,Lord Slitherspear,The League of Explorers,Minion,Legendary,,0,,,5,5,5,,,,"At the end of your turn, summon 1/1 Hungry Naga for each enemy minion.",,enUS
LOEA10_5,Mrgl Mrgl Nyah Nyah,The League of Explorers,Spell,Common,,0,,,5,,,,,,Summon 3 Murlocs that died this game.,,enUS
LOE_038,Naga Sea Witch,The League of Explorers,Minion,Epic,Aura,1,,,5,5,5,True,,Ben Zhang,Your cards cost (5).,"If she had studied harder, she would have been a C+ witch.",enUS
LOEA16_26,Skelesaurus Hex,The League of Explorers,Minion,Legendary,,0,,,5,5,5,,,,"At the end of your turn, give each player a random card. It costs (0).",,enUS
LOEA09_8,Slithering Guard,The League of Explorers,Minion,,Taunt,1,,,5,6,3,,,,<b>Taunt</b>,,enUS
LOEA09_8H,Slithering Guard,The League of Explorers,Minion,,Taunt,1,,,5,7,5,,,,<b>Taunt</b>,,enUS
LOE_086,Summoning Stone,The League of Explorers,Minion,Rare,,0,,,5,6,0,True,,Jason Kang,"Whenever you cast a spell, summon a random minion of the same Cost.",Sometimes it feels like it's always the same slackers that are waiting for a summon.,enUS
LOEA16_19,Sun Raider Phaerix,The League of Explorers,Minion,Legendary,,0,,,5,5,5,,,,"At the end of your turn, add a Blessing of the Sun to your hand.",,enUS
LOEA16_27,The Steel Sentinel,The League of Explorers,Minion,Legendary,,0,,,5,5,5,,,,This minion can only take 1 damage at a time.,,enUS
LOEA16_18,Zinaar,The League of Explorers,Minion,Legendary,,0,,,5,5,5,,,,"At the end of your turn, gain a wish.",,enUS
LOE_104,Entomb,The League of Explorers,Spell,Common,,0,Priest,,6,,,True,,Alex Konstad,"Choose an enemy minion.
Shuffle it into your deck.",It's perfectly safe as long as you remember to put in air holes.,enUS
LOEA07_14,Lumbering Golem,The League of Explorers,Minion,,,0,,,6,6,6,,,,,,enUS
LOE_011,Reno Jackson,The League of Explorers,Minion,Legendary,Battlecry,1,,,6,6,4,True,,Tyson Murphy,"<b>Battlecry:</b> If your deck contains no more than 1 of any card, fully heal your hero.",Reno is a four-time winner of the 'Best Accessorized Explorer' award.,enUS
LOE_089,Wobbling Runts,The League of Explorers,Minion,Rare,Deathrattle,1,,,6,6,2,True,,Sam Nielson,<b>Deathrattle:</b> Summon three 2/2 Runts.,The fourth one fell off in a tragic accident.  They don't talk about it.,enUS
LOE_113,Everyfin is Awesome,The League of Explorers,Spell,Rare,,0,Shaman,,7,,,True,,Andrius Matijoshius,"Give your minions +2/+2.
Costs (1) less for each Murloc you control.",Everyfin is cool when you're part of a murloc team!,enUS
LOEA04_23,Giant Insect,The League of Explorers,Minion,,,0,,,7,3,10,,,,,,enUS
LOEA04_23h,Giant Insect,The League of Explorers,Minion,,,0,,,7,6,10,,,,,,enUS
LOE_009,Obsidian Destroyer,The League of Explorers,Minion,Common,,0,Warrior,,7,7,7,True,,Anton Zemskov,"At the end of your turn, summon a 1/1 Scarab with <b>Taunt</b>.",No obsidian is safe around the Obsidian Destroyer!,enUS
LOEA04_24,Anubisath Temple Guard,The League of Explorers,Minion,,,0,,,8,10,5,,,,,,enUS
LOEA04_24h,Anubisath Temple Guard,The League of Explorers,Minion,,,0,,,8,15,6,,,,,,enUS
LOE_073,Fossilized Devilsaur,The League of Explorers,Minion,Common,Battlecry,1,,,8,8,8,True,,Trent Kaniuga,"<b>Battlecry:</b> If you control a Beast, gain <b>Taunt</b>.",This was the only job he could get after the dinosaur theme park debacle.,enUS
LOEA04_25,Seething Statue,The League of Explorers,Minion,,,0,,,8,9,0,,,,"At the end of your turn, deal 2 damage to all enemies.",,enUS
LOEA04_25h,Seething Statue,The League of Explorers,Minion,,,0,,,8,9,5,,,,"At the end of your turn, deal 5 damage to all enemies.",,enUS
LOE_092,Arch-Thief Rafaam,The League of Explorers,Minion,Legendary,Battlecry,1,,,9,8,7,True,,Alex Horley Orlandelli,<b>Battlecry: Discover</b> a powerful Artifact.,He's very good at retrieving artifacts.  From other people's museums.,enUS
LOEA16_17,Animated Statue,The League of Explorers,Minion,,,0,,,10,10,10,,,,,,enUS
LOE_026,Anyfin Can Happen,The League of Explorers,Spell,Rare,,0,Paladin,,10,,,True,,Ryan Metcalf,Summon 7 Murlocs that died this game.,Theme song by Ellie Goldfin and Blagghghlrlrl Harris.,enUS
LOEA16_22H,Archaedas,The League of Explorers,Minion,Legendary,,0,,,10,10,10,,,,"At the end of your turn, turn a random enemy minion into a 0/2 Statue.",,enUS
LOEA16_21H,Chieftain Scarvash,The League of Explorers,Minion,Legendary,Aura,1,,,10,10,10,,,,Enemy cards cost (2) more.,,enUS
LOEA16_24H,Giantfin,The League of Explorers,Minion,Legendary,,0,,,10,10,10,,Murloc,,"At the end of your turn, draw 2 cards.",,enUS
LOEA16_25H,Lady Naz'jar,The League of Explorers,Minion,Legendary,,0,,,10,10,10,,,,"At the end of your turn, replace all other minions with new ones of the same Cost.",,enUS
LOEA16_3,Lantern of Power,The League of Explorers,Spell,,,0,,,10,,,,,,Give a minion +10/+10.,,enUS
LOEA16_23H,Lord Slitherspear,The League of Explorers,Minion,Legendary,,0,,,10,10,10,,,,"At the end of your turn, summon 1/1 Hungry Naga for each enemy minion.",,enUS
LOEA16_5,Mirror of Doom,The League of Explorers,Spell,,,0,,,10,,,,,,Fill your board with 3/3 Mummy Zombies.,,enUS
LOEA16_26H,Skelesaurus Hex,The League of Explorers,Minion,Legendary,,0,,,10,10,10,,,,"At the end of your turn, put a random card in your hand. It costs (0).",,enUS
LOEA16_19H,Sun Raider Phaerix,The League of Explorers,Minion,Legendary,Aura,1,,,10,10,10,,,,Your other minions are <b>Immune</b>.,,enUS
LOEA16_27H,The Steel Sentinel,The League of Explorers,Minion,Legendary,,0,,,10,10,10,,,,This minion can only take 1 damage at a time.,,enUS
LOEA16_4,Timepiece of Horror,The League of Explorers,Spell,,ImmuneToSpellpower,1,,,10,,,,,,Deal $10 damage randomly split among all enemies.,,enUS
LOEA16_18H,Zinaar,The League of Explorers,Minion,Legendary,,0,,,10,10,10,,,,"At the end of your turn, gain a wish.",,enUS
PlaceholderCard,Placeholder Card,System,Minion,Epic,,0,Mage,Neutral,9,8,6,,,,Battlecry: Someone remembers to publish this card.,,enUS
NAX1_01,Anub'Rekhan,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX1h_01,Anub'Rekhan,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
NAX9_01,Baron Rivendare,Naxxramas,Hero,,,0,,,,7,,,,,,,enUS
NAX9_01H,Baron Rivendare,Naxxramas,Hero,,,0,,,,14,,,,,,,enUS
FP1_005e,Consume,Naxxramas,Enchantment,,,0,,,,,,,,,Increased stats.,,enUS
FP1_028e,Darkness Calls,Naxxramas,Enchantment,,,0,,,,,,,,,Increased stats.,,enUS
NAX12_02e,Decimate,Naxxramas,Enchantment,,,0,,,,,,,,,Health changed to 1.,,enUS
NAX12_04e,Enrage,Naxxramas,Enchantment,,OneTurnEffect,1,,,,,,,,,+6 Attack this turn.,,enUS
NAX12_03e,Extra Teeth,Naxxramas,Enchantment,,,0,,,,,,,,,Increased Attack.,,enUS
NAX6_03te,Fungal Growth,Naxxramas,Enchantment,,,0,,,,,,,,,Increased Attack.,,enUS
NAX12_01,Gluth,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX12_01H,Gluth,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
NAX8_01,Gothik the Harvester,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX8_01H,Gothik the Harvester,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
NAX2_01,Grand Widow Faerlina,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX2_01H,Grand Widow Faerlina,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
NAX11_01,Grobbulus,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX11_01H,Grobbulus,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
NAX5_01,Heigan the Unclean,Naxxramas,Hero,,,0,Warlock,,,30,,,,,,,enUS
NAX5_01H,Heigan the Unclean,Naxxramas,Hero,,,0,Warlock,,,45,,,,,,,enUS
NAX7_01,Instructor Razuvious,Naxxramas,Hero,,,0,,,,40,,,,,,,enUS
NAX7_01H,Instructor Razuvious,Naxxramas,Hero,,,0,,,,55,,,,,,,enUS
NAX15_01e,Interloper!,Naxxramas,Enchantment,,,0,,,,,,,,,,,enUS
NAX15_01He,Interloper!,Naxxramas,Enchantment,,,0,,,,,,,,,,,enUS
NAX15_01,Kel'Thuzad,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX15_01H,Kel'Thuzad,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
NAX6_01,Loatheb,Naxxramas,Hero,,,0,,,,75,,,,,,,enUS
NAX6_01H,Loatheb,Naxxramas,Hero,,,0,,,,99,,,,,,,enUS
NAX3_01,Maexxna,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX3_01H,Maexxna,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
NAX9_07e,Mark of the Horsemen,Naxxramas,Enchantment,,,0,,,,,,,,,+1/+1.,,enUS
NAX11_04e,Mutating Injection,Naxxramas,Enchantment,,,0,,,,,,,,,+4/+4 and <b>Taunt</b>.,,enUS
FP1_030e,Necrotic Aura,Naxxramas,Enchantment,,,0,,,,,,,,,Your spells cost (5) more this turn.,,enUS
NAX4_01,Noth the Plaguebringer,Naxxramas,Hero,,,0,Mage,,,30,,,,,,,enUS
NAX4_01H,Noth the Plaguebringer,Naxxramas,Hero,,,0,Mage,,,45,,,,,,,enUS
NAX10_01,Patchwerk,Naxxramas,Hero,,AIMustPlay,1,,,,30,,,,,,,enUS
NAX10_01H,Patchwerk,Naxxramas,Hero,,AIMustPlay,1,,,,45,,,,,,,enUS
NAX13_02e,Polarity,Naxxramas,Enchantment,,,0,,,,,,,,,Attack and Health swapped.,,enUS
FP1_023e,Power of the Ziggurat,Naxxramas,Enchantment,,,0,Priest,,,,,,,,+3 Health.,,enUS
NAX14_01,Sapphiron,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX14_01H,Sapphiron,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
NAX15_04a,Slave of Kel'Thuzad,Naxxramas,Enchantment,,,0,,,,,,,,,MINE!,,enUS
NAX13_03e,Supercharged,Naxxramas,Enchantment,,,0,,,,,,,,,+2 Health.,,enUS
NAX13_01,Thaddius,Naxxramas,Hero,,,0,,,,30,,,,,,,enUS
NAX13_01H,Thaddius,Naxxramas,Hero,,,0,,,,45,,,,,,,enUS
FP1_020e,Vengeance,Naxxramas,Enchantment,,,0,Paladin,,,,,,,,+3/+2.,,enUS
NAX12_02H,Decimate,Naxxramas,Hero Power,,AIMustPlay,1,,,0,,,,,,"<b>Hero Power</b>
Change the Health of enemy minions to 1.",,enUS
NAX5_02H,Eruption,Naxxramas,Hero Power,,AIMustPlay,1,,,0,,,,,,"<b>Hero Power</b>
Deal 3 damage to the left-most enemy minion.",,enUS
NAX15_02,Frost Blast,Naxxramas,Hero Power,,AIMustPlay#Freeze,2,,,0,,,,,,"<b>Hero Power</b>
Deal 2 damage to the enemy hero and <b>Freeze</b> it.",,enUS
NAX15_02H,Frost Blast,Naxxramas,Hero Power,,AIMustPlay#Freeze,2,,,0,,,,,,"<b>Hero Power</b>
Deal 3 damage to the enemy hero and <b>Freeze</b> it.",,enUS
NAX14_02,Frost Breath,Naxxramas,Hero Power,,AIMustPlay,1,,,0,,,,,,"<b>Hero Power</b>
Destroy all enemy minions that aren't <b>Frozen</b>.",,enUS
NAX15_05,Mr. Bigglesworth,Naxxramas,Minion,Legendary,InvisibleDeathrattle,1,,,0,1,1,,Beast,,<i>This is Kel'Thuzad's kitty.</i>,,enUS
NAX6_02H,Necrotic Aura,Naxxramas,Hero Power,,,0,,,0,,,,,,"<b>Hero Power</b>
Deal 3 damage to the enemy hero.",,enUS
NAX11_02H,Poison Cloud,Naxxramas,Hero Power,,AIMustPlay,1,,,0,,,,,,"<b>Hero Power</b>
Deal 2 damage to all enemies. If any die, summon a slime.",,enUS
NAX13_02,Polarity Shift,Naxxramas,Hero Power,,AIMustPlay,1,,,0,,,,,,"<b>Hero Power</b>
Swap the Attack and Health of all minions.",,enUS
NAX4_04,Raise Dead,Naxxramas,Hero Power,,,0,,,0,,,,,,"<b>Passive Hero Power</b>
Whenever an enemy dies, raise a 1/1 Skeleton.",,enUS
NAX4_04H,Raise Dead,Naxxramas,Hero Power,,,0,,,0,,,,,,"<b>Passive Hero Power</b>
Whenever an enemy dies, raise a 5/5 Skeleton.",,enUS
NAX6_03t,Spore,Naxxramas,Minion,,Deathrattle,1,,,0,1,0,,,,<b>Deathrattle:</b> Give all enemy minions +8 Attack.,,enUS
NAX3_02H,Web Wrap,Naxxramas,Hero Power,,AIMustPlay,1,,,0,,,,,,"<b>Hero Power</b>
Return 2 random enemy minions to your opponent's hand.",,enUS
FP1_020,Avenge,Naxxramas,Spell,Common,Secret,1,Paladin,,1,,,True,,Zoltan & Gabor,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.","Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",enUS
FP1_006,Deathcharger,Naxxramas,Minion,,Charge#Deathrattle,2,,,1,3,2,,,,<b>Charge. Deathrattle:</b> Deal 3 damage to your hero.,,enUS
NAX5_02,Eruption,Naxxramas,Hero Power,,,0,,,1,,,,,,"<b>Hero Power</b>
Deal 2 damage to the left-most enemy minion.",,enUS
NAX11_03,Fallout Slime,Naxxramas,Minion,,,0,,,1,2,2,,,,,,enUS
NAX8_02H,Harvest,Naxxramas,Hero Power,,AIMustPlay,1,,,1,,,,,,"<b>Hero Power</b>
Draw a card. Gain a Mana Crystal.",,enUS
NAX12_03,Jaws,Naxxramas,Weapon,,,0,,,1,,1,,,,"Whenever a minion with <b>Deathrattle</b> dies, gain +2 Attack.",,enUS
NAX12_03H,Jaws,Naxxramas,Weapon,,,0,,,1,,3,,,,"Whenever a minion with <b>Deathrattle</b> dies, gain +2 Attack.",,enUS
NAX7_05,Mind Control Crystal,Naxxramas,Spell,,,0,,,1,,,,,,Activate the Crystal to control the Understudies!,,enUS
NAX2_03H,Rain of Fire,Naxxramas,Hero Power,,ImmuneToSpellpower,1,,,1,,,,,,"<b>Hero Power</b>
Fire a missile for each card in your opponent's hand.",,enUS
NAX4_03,Skeleton,Naxxramas,Minion,,,0,,,1,1,1,,,,,,enUS
FP1_012t,Slime,Naxxramas,Minion,,Taunt,1,,,1,2,1,,,,<b>Taunt</b>,,enUS
FP1_002t,Spectral Spider,Naxxramas,Minion,,,0,,,1,1,1,,,,,,enUS
NAX8_03t,Spectral Trainee,Naxxramas,Minion,,,0,,,1,2,0,,,,"At the start of your turn, deal 1 damage to your hero.",,enUS
NAX6_04,Sporeburst,Naxxramas,Spell,,,0,,,1,,,,,,Deal $1 damage to all enemy minions. Summon a Spore.,,enUS
FP1_019t,Treant,Naxxramas,Minion,,,0,Druid,,1,2,2,,,,,,enUS
NAX7_03H,Unbalancing Strike,Naxxramas,Hero Power,,,0,,,1,,,,,,"<b>Hero Power</b>
Deal 4 damage.",,enUS
FP1_028,Undertaker,Naxxramas,Minion,Common,,0,,,1,2,1,True,,Jonboy Meyers,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.","In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",enUS
NAX8_03,Unrelenting Trainee,Naxxramas,Minion,,Deathrattle,1,,,1,2,2,,,,<b>Deathrattle:</b> Summon a Spectral Trainee for your opponent.,,enUS
FP1_011,Webspinner,Naxxramas,Minion,Common,Deathrattle,1,Hunter,,1,1,1,True,Beast,Dan Brereton,<b>Deathrattle:</b> Add a random Beast card to your hand.,Spider cocoons are like little pinatas!,enUS
FP1_001,Zombie Chow,Naxxramas,Minion,Common,Deathrattle,1,,,1,3,2,True,,E. M. Gist,<b>Deathrattle:</b> Restore 5 Health to the enemy hero.,Zombie.  It's what's for dinner.,enUS
NAX12_02,Decimate,Naxxramas,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Change the Health of all minions to 1.",,enUS
FP1_003,Echoing Ooze,Naxxramas,Minion,Epic,Battlecry,1,,,2,2,1,True,,Eric Browning,<b>Battlecry:</b> Summon an exact copy of this minion at the end of the turn.,OOZE... Ooze... Ooze... (ooze...),enUS
NAX8_02,Harvest,Naxxramas,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Draw a card.",,enUS
FP1_002,Haunted Creeper,Naxxramas,Minion,Common,Deathrattle,1,,,2,2,1,True,Beast,J. Curtis Cranford,<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.,Arachnofauxbia: Fear of fake spiders.,enUS
FP1_004,Mad Scientist,Naxxramas,Minion,Common,Deathrattle,1,,,2,2,2,True,,James Ryman,<b>Deathrattle:</b> Put a <b>Secret</b> from your deck into the battlefield.,"His mother wanted him to be a mage or a warlock, but noooooooo, he had to go and be a scientist like his father.",enUS
NAX5_03,Mindpocalypse,Naxxramas,Spell,,,0,,,2,,,,,,Both players draw 2 cards and gain a Mana Crystal.,,enUS
NAX6_02,Necrotic Aura,Naxxramas,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Deal 3 damage to the enemy hero.",,enUS
NAX3_03,Necrotic Poison,Naxxramas,Spell,,,0,,,2,,,,,,Destroy a minion.,,enUS
FP1_017,Nerub'ar Weblord,Naxxramas,Minion,Common,Aura,1,,,2,4,1,True,,Alex Horley Orlandelli,Minions with <b>Battlecry</b> cost (2) more.,Weblords spend all day making giant trampoline parks.,enUS
NAX1_03,Nerubian,Naxxramas,Minion,,,0,,,2,1,3,,,,,,enUS
NAX1h_03,Nerubian,Naxxramas,Minion,,,0,,,2,4,4,,,,,,enUS
FP1_007,Nerubian Egg,Naxxramas,Minion,Rare,Deathrattle,1,,,2,2,0,True,,Justin Thavirat,<b>Deathrattle:</b> Summon a 4/4 Nerubian.,Eggs are a good source of protein and Nerubians.,enUS
NAX11_02,Poison Cloud,Naxxramas,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Deal 1 damage to all minions. If any die, summon a slime.",,enUS
NAX2_03,Rain of Fire,Naxxramas,Hero Power,,ImmuneToSpellpower,1,,,2,,,,,,"<b>Hero Power</b>
Fire a missile for each card in your opponent's hand.",,enUS
FP1_025,Reincarnate,Naxxramas,Spell,Common,,0,Shaman,,2,,,True,,Dan Scott,"Destroy a minion, then return it to life with full Health.","It's like birth, except you're an adult and you were just dead a second ago.",enUS
NAX1_04,Skitter,Naxxramas,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Summon a 3/1 Nerubian.",,enUS
NAX1h_04,Skitter,Naxxramas,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Summon a 4/4 Nerubian.",,enUS
NAX13_03,Supercharge,Naxxramas,Spell,,,0,,,2,,,,,,Give your minions +2 Health.,,enUS
NAX7_03,Unbalancing Strike,Naxxramas,Hero Power,,,0,,,2,,,,,,"<b>Hero Power</b>
Deal 3 damage.",,enUS
NAX7_02,Understudy,Naxxramas,Minion,,Taunt,1,,,2,7,0,,,,<b>Taunt</b>,,enUS
FP1_024,Unstable Ghoul,Naxxramas,Minion,Common,Taunt#Deathrattle,2,,,2,3,1,True,,Mike Nicholson,<b>Taunt</b>. <b>Deathrattle:</b> Deal 1 damage to all minions.,Filling your Ghouls with Rocket Fuel is all the rage at Necromancer school.,enUS
FP1_029,Dancing Swords,Naxxramas,Minion,Common,Deathrattle,1,,,3,4,4,True,,Jon McConnell,<b>Deathrattle:</b> Your opponent draws a card.,They like to dance to reggae.,enUS
